0 2.52385e-05
1 0.000123221
2 0.000240438
3 0.000170373
4 0.000167512
5 1.22352e-05
6   0.0001902
7 0.000254067
8 0.000454659
9 6.30185e-05
10 0.000290507
11 1.84087e-05
12 0.000355274
13 8.15542e-05
14 0.000361508
15 0.000219151
16 4.78093e-05
17 0.000409775
18 8.06457e-05
19 4.11757e-05
20  0.00063984
21 0.000134771
22 0.000193558
23 1.27292e-05
24 1.15188e-05
25 0.000401516
26 0.000453665
27 9.42942e-05
28  0.00018432
29 1.47619e-05
30 1.31602e-05
31 0.000318793
32 4.86539e-05
33 0.000404974
34 0.000281206
35 0.000149741
36 0.000295575
37 3.15081e-05
38  2.1347e-05
39 9.51326e-06
40 3.68194e-05
41 6.18038e-05
42  0.00022839
43  0.00028343
44 0.000112361
45 1.95981e-05
46 0.000141833
47 4.22448e-05
48 5.90976e-05
49 0.000150949
50 8.49381e-05
51 0.000127738
52 0.000560579
53 4.69273e-05
54 0.000631553
55 0.000150483
56 0.000264369
57 3.77456e-05
58 0.000243765
59  0.00026642
60 0.000273907
61 5.18626e-05
62 2.40355e-05
63 5.50076e-06
64 2.39499e-05
65 0.000217697
66 3.91123e-05
67 1.34709e-05
68 0.000372373
69 0.000972814
70 0.000163059
71  7.2437e-05
72 0.000451306
73 0.000238129
74 0.000338061
75 0.000161484
76 0.000627339
77 8.34484e-05
78 6.49217e-05
79 0.000182507
80  0.00016799
81 6.73343e-05
82 8.20399e-06
83 3.70792e-05
84 6.69473e-05
85 6.68899e-05
86 1.07449e-06
87 0.000183927
88 6.99361e-05
89 0.000129404
90 0.000411357
91 3.72794e-05
92 0.000230825
93 3.51084e-05
94 0.000103708
95 0.000164919
96 0.000165297
97 5.75208e-05
98  0.00059666
