0 2.78476e-05
1 6.21269e-05
2 5.61668e-05
3 0.000146117
4 8.01358e-05
5 9.41074e-05
6 6.66948e-05
7 6.22684e-05
8 0.000130549
9  0.00027702
10 0.000453742
11 0.000707835
12 9.68061e-05
13 0.000530711
14 0.000896061
15 0.000102969
16 0.000189603
17 0.000287895
18 9.51894e-05
19 5.11496e-05
20 6.49193e-05
21 1.26764e-05
22 0.000533773
23 0.000161797
24 0.000469138
25 0.000392256
26 8.05514e-05
27 0.000162012
28  0.00017745
29 0.000357056
30 0.000418366
31 0.000143929
32 2.79663e-05
33 0.000129245
34 0.000109774
35 0.000165036
36 0.000439389
37 0.000561254
38  0.00035507
39 9.47503e-05
40 0.000294237
41 0.000351681
42 0.000333385
43 0.000130506
44  1.4283e-05
45 0.000349275
46  0.00017003
47 0.000265302
48 6.65722e-05
49 1.60099e-05
50 5.44934e-05
51 0.000351393
52 0.000123017
53 0.000308437
54 0.000195818
55 9.57337e-06
56 9.61203e-05
57 6.41508e-05
58 3.49185e-05
59  0.00023531
60 0.000109286
61  0.00028793
62 0.000222217
63 7.55152e-05
64 5.37131e-05
65 0.000237996
66 3.37764e-05
67 0.000184813
68 8.37946e-05
69 8.12597e-05
70 0.000411047
71 0.000414441
72 5.10873e-05
73 6.91867e-05
74  0.00040169
75 0.000292244
76    5.15e-05
77 5.01569e-05
78  0.00010984
79 0.000509986
80 4.35882e-05
81 0.000106257
82 7.79573e-05
83 0.000202365
84 7.84139e-05
85 0.000272232
86 0.000725165
87 9.77002e-05
88 0.000406374
89 0.000153473
90  0.00012956
91 4.90772e-05
92 5.67787e-05
93 9.19454e-05
94 3.89454e-05
95 3.64163e-05
96 0.000973106
97 1.44544e-05
98 0.000126898
