0 0.000286931
1  3.1492e-05
2 2.25988e-05
3 0.000626202
4 0.000509867
5 9.25465e-05
6 0.000392954
7 0.000141443
8 0.000613274
9 0.000172133
10 2.07463e-05
11  0.00028615
12 3.21352e-05
13 0.000378555
14 0.000466035
15  0.00048298
16 2.69952e-05
17  0.00017068
18 3.77522e-05
19 0.000163554
20 5.65061e-06
21  0.00045912
22 0.000340764
23 0.000113238
24 1.03946e-05
25 0.000328048
26 0.000184198
27 0.000115303
28 6.13395e-05
29 0.000221582
30  0.00039503
31 0.000192919
32 0.000234055
33  0.00017631
34 3.54608e-06
35 5.31164e-05
36 0.000892986
37 2.07168e-05
38 0.000115481
39   0.0002269
40 0.000109842
41 0.000119809
42 0.000137314
43 2.21525e-05
44 0.000383838
45 0.000309452
46 0.000131851
47 7.56877e-05
48 0.000165198
49 0.000578908
50  0.00097393
51 7.70142e-05
52 0.000129015
53  0.00015076
54 5.65953e-05
55 3.94553e-05
56 0.000132571
57 0.000115227
58 0.000104182
59  3.4205e-05
60 7.84478e-05
61 4.44763e-05
62  0.00019321
63 3.44147e-05
64 3.68078e-05
65 2.90226e-05
66 0.000657292
67 4.31107e-05
68 9.21942e-05
69 0.000137821
70 0.000545151
71 0.000302757
72 0.000235831
73 0.000829822
74 5.39071e-05
75 9.01514e-05
76 0.000174114
77  6.6524e-05
78 0.000328193
79 0.000432192
80 5.55169e-05
81 2.35183e-05
82 2.16749e-05
83 2.15025e-06
84 0.000135462
85 0.000225064
86 2.32176e-05
87 0.000387462
88 6.00252e-05
89 6.89175e-07
90 2.10099e-05
91 0.000354303
92 0.000794859
93 0.000130917
94  0.00015382
95 6.04732e-06
96 2.71143e-05
97 8.07226e-06
98 0.000467849
